,title,date_time,email_message
10,Seasons Greetings...,"Thu, 01/04/2024 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@optonline.net&gt;"" or ""[Spoofed Name]&nbsp;&lt;[user]@hotmail.com&gt;"" and impersonates a member of university leadership. The scammer's goal is to coerce the recipient into purchasing gift cards. Do not contact the sender.</div>

<h3>First Email</h3>

<p>Hi,</p>

<p>Would you be so kind as to assist me?</p>

<p>Thanks<br>
[Spoofed Name]</p>

<h3>Second Email - If Replied To</h3>

<p>So happy I got your response, I can't call for now, actually, that is the reason why I emailed. I've been trying to purchase Apple iTunes gift card for a friend of mine whose birthday is today, unfortunately she's down with cancer of lungs sitting are the hospital right now and I'd promised to get it for her, I can't do this now because the stores around here are out of stock and I tried purchasing online but I am having issue charging my card, I contacted my bank and they told me it would take some time to get it sorted. Can you get it from any store around you? I'll reimburse once my bank sorts the issue out. Kindly let me know if you can handle this.</p>

<p>Await your soonest response.</p>

<p>Best Regards<br>
[Spoofed Name]</p>

<p>&nbsp;</p>
"
11,"Item shared with you: ""Notice - Unrecognized Log-In Detected - Your Online Account ID Disabled.pdf""","Thu, 01/04/2024 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a Google Drive file share from a non-Cornell account. The sender may appear as ""Chase Bаnk Notificatio... (via Google Drive) &lt;drive-shares-dm-noreply@google.com&gt;"". The Google Drive link directs to a PDF that contains a link to a fake login page. Do not follow the link.</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""c2cc2752-fc9a-42fc-ad89-49ec95b79acc"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-gdrive-2024.1.4.png"" width=""591"" height=""521"" alt=""A Google Drive file share notification for a malicious PDF titled &quot;Notice - Unrecognized Log-In Detected - Your Online Account ID Disabled.pdf&quot;""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>Chase Bank NotificationStatus-005
([user]@accountsecurlink.contactaskhelp.eu) has shared the following item:
POE
Notice - Unrecognized Log-In Detected - Your Online Account ID Disabled.pdf
Chase Bank NotificationStatus-005 is outside your organization.
If you don't want to receive files from this person, block the sender from Drive
Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA
You have received this email because [user]@accountsecurlink.contactaskhelp.eu shared a file or folder located in Google Drive with you.</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p></p>
"
12,EMPLOYMENT OFFER,"Wed, 01/03/2024 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"". Do not contact the sender, share any financial account details, nor deposit any checks sent as email attachments. If you attempted to deposit a check or shared financial details, contact your financial institution immediately to report the fraud. This is not a legitimate offer of employment. See <a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams""><strong>Beware of Job and Internship Scams</strong></a> from Career Services.</div>

<p>&nbsp;Good Day Student,</p>

<p>Your information has been registered with the payroll department and the HR department verified your identity as a student of this campus. An assigned superior will be directed to issue you the paycheck for the office supplies when due. You are to make a deposit as soon as you receive it so your hiring paperwork can be processed and forwarded to the office of academic affairs on time. The funds will cover the expenses for the purchase of the office items needed for this position. I looked at your academic records and It was proven that you have no criminal records with the school and that has prompted my decision to have the paycheck for the office supplies issued to you for the purchase of these items. Further instructions will be sent to your email and a paycheck will be attached. A physical meeting will be scheduled on Next week where I shall provide more details about what is expected of you. I trust that you will take these engagements very seriously and with commitment.</p>

<p>*Kindly provide the following information for further processing:*&nbsp;</p>

<p>- Name of your financial institution.</p>

<p>- Your name just as it appears on your financial institution.</p>

<p>- Phone Number</p>

<p>- School Email Address&nbsp;</p>

<p>-Alternative Email Address</p>

<p>-Mailing Address</p>

<p>If your Direct Deposit Information is not on the school payroll system, please provide a valid account and routing number where your weekly payments can be made.</p>

<p>Thanks!</p>
"
13,Job Opening For Research,"Wed, 12/27/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a faculty member. The name and department used may vary. Do not contact the sender. This is not a legitimate offer for employment. See&nbsp;<a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams""><strong>Beware of Job and Internship Scams</strong></a>&nbsp;from Career Services.</div>

<p>Cornell University, Sibley School of Mechanical and Aerospace Engineering requires the services of Graduate and Undergraduate students to assist with research projects on campus. The successful candidates will work closely with our research team to support ongoing data collection, and analysis . They are to work remotely or in person and get paid $350 weekly.</p>

<p>Responsibilities:</p>

<p>Assist with the design and implementation of research projects on campus<br>
Conduct literature reviews and summarize key findings<br>
Collect and analyze data using appropriate statistical methods<br>
Prepare and present findings to the research team</p>

<p>Qualifications:</p>

<p>Excellent organizational and time management skills<br>
Strong attention to detail<br>
Availability to work on campus or remotely<br>
Proficient in Microsoft Office (Word, Excel, PowerPoint)</p>

<p>This is a part-time position with a flexible schedule, and the successful candidate will work approximately 6-7 hours per week. The position offers valuable research experience, and the opportunity to work with a dynamic and collaborative research team on campus.<br>
To proceed with the application process and other eligibility descriptions, submit your resume for review.</p>

<p>Best Regards,</p>

<p>c/o</p>

<p><u>[Spoofed Name]</u><br><u>Sibley School of Mechanical and Aerospace Engineering<br><strong>Upson Hall, Room 139</strong></u></p>

<p>&nbsp;</p>
"
14,Re: Missing Payments,"Wed, 12/27/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Keith [Surname] &lt;[user]@biocontrolna.com&gt;"". The email contains a PDF attachment with a link to a malicious VBS script. Do not open the attachment nor reply to the sender.</div>

<p>Please review the attached report for your reference. File PIN is ####<br>
&nbsp;<br>
If you have any questions please give me a call or email.<br>
Thank you,</p>

<p>&nbsp;<br>
[Name]<br>
BioControl North America Inc<br>
Managing Director<br>
###-###-####<br>
[user]@biocontrolna.com<br>
www.biocontrol.no<br>
 </p>

<p>&nbsp;</p>
"
15,Kindly get back to me ASAP. Its important,"Thu, 12/21/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a member of university leadership. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<p>--</p>

<p>I have an assignment i will need you to do for me. I'm in a meeting ,<br>
I will not be able to explain on phone.</p>

<p>Thanks</p>

<p>&nbsp;</p>
"
16,New Message from Randy [Surname],"Tue, 12/19/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as ""Randy [Surname] &lt;[user]@wxxi.org&gt;"". The link within directs to a PDF with a fake OneDrive notice hosted via Cloudinary. The PDF contains a link to a fake login page. If you entered your credentials into the page, change your NetID password immediately at <a href=""https://netid.cornell.edu"">https://netid.cornell.edu</a>.</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""fee490ce-65f6-4efc-868c-d9618c935440"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-onedrive-phish-2023.12.19.png"" width=""689"" height=""407"" alt=""A fake OneDrive-branded notification with the heading &quot;NEW FAX DOCUMENT(S) HAS BEEN RECEIVED&quot;""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>OneDrive
NEW FAX DOCUMENT(S) HAS BEEN RECEIVED
Reference #: (281) 309-9361
Result Code: SUCCESS
Pages: 1
PREVIEW DOCUMENT HERE</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p>&nbsp;</p>
"
17,"Subject varies: ""Part-Time Job Opening"", ""Research Project Available""","Sat, 12/16/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a faculty member. Do not contact the sender. This is not a legitimate offer for employment. See <a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams""><strong>Beware of Job and Internship Scams</strong></a> from Career Services.</div>

<p>Cornell University, Department of Computer Science is currently seeking the services of Research Assistants to assist with research projects on campus. The successful candidates will work closely with our research team to support ongoing data collection, and analysis . They are to work remotely or in person and get paid $350 weekly.</p>

<p>Responsibilities:</p>

<p>Assist with the design and implementation of research projects on campus<br>
Conduct literature reviews and summarize key findings<br>
Collect and analyze data using appropriate statistical methods<br>
Prepare and present findings to the research team<br>
Perform administrative duties such as scheduling, data entry, and record keeping<br>
Assist with writing research reports and manuscripts for publication<br>
Recruit participants and conduct research studies<br>
Qualifications:</p>

<p>Excellent organizational and time management skills<br>
Strong attention to detail<br>
Availability to work on campus or remotely<br>
Proficient in Microsoft Office (Word, Excel, PowerPoint)<br>
This is a part-time position with a flexible schedule, and the successful candidate will work approximately 7 hours per week. The position offers valuable research experience, and the opportunity to work with a dynamic and collaborative research team on campus.</p>

<p>To proceed with the application process and other eligibility descriptions, submit your resume for review.</p>

<p>Best Regards,</p>

<p><br>
c/o</p>

<p><br><strong>[Spoofed Name]</strong></p>

<p><strong>Professor and Associate Dean for Education</strong> ; Computer Science</p>

<p></p>
"
18,[Employee Name],"Sat, 12/16/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a member of university leadership. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<p>Do you have a moment? I have a request. I'm in a conference meeting right now and only have access to mail.<br>
No calls, just reply to my email.</p>

<p>[Spoofed Name]<br>
Executive Director</p>
"
19,STUDENT REMOTE RESEARCH POSITION,"Fri, 12/15/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as <strong>""CORNELL UNIVERSITY &lt;[user]@optimum.net&gt;""</strong>. Do not contact the sender, this is not a legitimate offer for employment. The <strong>""@cornell.edu""</strong> email address shown in the message body actually contains a <strong>""mailto:""</strong> link pointing to a generic Gmail address. For more information, see <a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams"">Beware of Job and Internship Scams from Career Services</a>.</div>

<p>FROM THE OFFICE OF JOB PLACEMENT AND STUDENT SERVICES – CORNELL UNIVERSITY.&nbsp;</p>

<p>In reference to the above subject</p>

<p>CORNELL UNIVERSITY. Will be hiring undergraduate students this week as Interns for a remote position. The aim of this position is to help struggling students cover expenses incurred here on campus. Tasks can be carried out at leisure, taking at most 1 hour per day, 7 hours a week with a weekly pay of $350 as compensation for services rendered.</p>

<p></p>

<p>It is a Flexible Opportunity where you will determine your working time. Since this is a ""Remote"" Position, tasks can be carried out from home or on campus. We are currently working on a Research that would require the services of Students (Graduate/Undergraduate) of any Department of the Institution to Obtain a Remote Position in this Research. Interested students, Kindly contact Prof. [Spoofed Name], via email at [user]@cornell.edu [link directs to a [user]@gmail.com address] stating your full name, email, department and year of study regarding the job description and further application requirements.</p>

<p></p>

<p>Please Note: Slots are Limited and Consideration will be given on a first come first serve basis.</p>

<p></p>

<p></p>

<p class=""text-align-right"">[Spoofed Name],</p>

<p class=""text-align-right"">The Student Services Recruitment Specialist,</p>

<p class=""text-align-right"">Cornell University.</p>

<p>&nbsp;</p>
"
20,Available cellphone number?,"Thu, 01/11/2024 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] &lt;[user]@gmail.com&gt;"" and impersonates a member of university leadership. Do not reply to the sender. The scammer's goal is typically to coerce the recipient into purchasing gift cards.</div>

<p>Best Best regards</p>

<p><br>
[Spoofed Name]<br>
Vice President for University Relations of<br>
Cornell University<br>
Ithaca, NY</p>

<p>&nbsp;</p>
"
21,STUDENT REMOTE RESEARCH POSITION,"Fri, 12/15/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell email address. The sender may appear as <strong>""CORNELL UNIVERSITY &lt;[user]@optimum.net&gt;""</strong>. Do not contact the sender, this is not a legitimate offer for employment. The <strong>""@cornell.edu""</strong> email address shown in the message body actually contains a <strong>""mailto:""</strong> link pointing to a generic Gmail address. For more information, see <a href=""https://scl.cornell.edu/get-involved/career-services/jobs-and-internships/finding-positions/beware-job-and-internship-scams"">Beware of Job and Internship Scams from Career Services</a>.</div>

<p>FROM THE OFFICE OF JOB PLACEMENT AND STUDENT SERVICES – CORNELL UNIVERSITY.&nbsp;</p>

<p>In reference to the above subject</p>

<p>CORNELL UNIVERSITY. Will be hiring undergraduate students this week as Interns for a remote position. The aim of this position is to help struggling students cover expenses incurred here on campus. Tasks can be carried out at leisure, taking at most 1 hour per day, 7 hours a week with a weekly pay of $350 as compensation for services rendered.</p>

<p></p>

<p>It is a Flexible Opportunity where you will determine your working time. Since this is a ""Remote"" Position, tasks can be carried out from home or on campus. We are currently working on a Research that would require the services of Students (Graduate/Undergraduate) of any Department of the Institution to Obtain a Remote Position in this Research. Interested students, Kindly contact Prof. [Spoofed Name], via email at [user]@cornell.edu [link directs to a [user]@gmail.com address] stating your full name, email, department and year of study regarding the job description and further application requirements.</p>

<p></p>

<p>Please Note: Slots are Limited and Consideration will be given on a first come first serve basis.</p>

<p></p>

<p></p>

<p class=""text-align-right"">[Spoofed Name],</p>

<p class=""text-align-right"">The Student Services Recruitment Specialist,</p>

<p class=""text-align-right"">Cornell University.</p>

<p>&nbsp;</p>
"
22,Cornell has a completed document,"Wed, 12/13/2023 - 12:00","<div class=""accent-blue-green dialog dialog-notice fill panel"">This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell Portal &lt;[user]@brfdfcu.com&gt;"". The link within directs to a fake login page. If you entered your credentials into the page change your NetID password immediately at <a href=""https://netid.cornell.edu"">https://netid.cornell.edu</a>.</div>



<!-- THEME DEBUG -->
<!-- THEME HOOK: 'filter_caption' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' -->
<figure><!-- THEME DEBUG --><!-- THEME HOOK: 'entity_embed_container' --><!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' --><div data-entity-type=""media"" data-entity-uuid=""2ad58673-2605-44c3-b98d-b1c81f6e1b04"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-docusign-2023.12.13-2.png"" width=""680"" height=""662"" alt=""A fake DocuSign-branded notification with the heading &quot;A document has been sent to you. To view the details of your document, click the button below.&quot;""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<figcaption>DocuSign
A document has been sent to you. To view the details of your document, click the button below.
REVIEW DOCUMENT
Please click the 'Review Document' button to view the document sent to you.
Thank you for choosing DocuSign.
Do Not Share This Email
This email contains a secure link to DocuSign Please do not share this email, link, or access code with others
About DocuSign
Sign documents electronically in just minutes It's safe, secure, and legally binding Whether you're in an office, at home, on-the-go -- or even across the globe - DocuSign provides a professional trusted solution for Digital Transaction Management</figcaption><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/filter-caption.html.twig' --></figure><p>&nbsp;</p>
"
